brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
kodak,c813,,8.2,3.0,,,,{'www.ebay.com//42576'}
kodak,c875,point & shoot,8.0,5.0,,2.5,,"{'www.ebay.com//47657', 'www.ebay.com//45462'}"
kodak,c913,point & shoot,9.2,3.0,,2.4,75.82,"{'www.ebay.com//46776', 'www.ebay.com//60177', 'www.gosale.com//1225', 'www.ebay.com//56428'}"
kodak,cd1013,point & shoot,10.3,3.0,,2.0,,{'www.ebay.com//60313'}
kodak,cd24,point & shoot,12.0,,,2.4,,{'www.ebay.com//47090'}
kodak,cd24,point & shoot,12.0,,,2.4,,{'www.ebay.com//47395'}
kodak,cd33,point & shoot,3.1,3.0,,1.5,,"{'www.ebay.com//60668', 'www.ebay.com//53711', 'www.ebay.com//60766', 'www.ebay.com//56091'}"
kodak,cd40,point & shoot,4.0,,,1.6,,"{'www.ebay.com//44495', 'www.ebay.com//56415'}"
kodak,cd50,point & shoot,5.0,,,1.5,,{'www.ebay.com//60279'}
kodak,cd82,point & shoot,12.4,3.0,,3.0,,"{'www.ebay.com//60214', 'www.ebay.com//24701', 'www.ebay.com//24592', 'www.ebay.com//24737'}"
kodak,cd83,point & shoot,14.0,3.0,,3.0,,{'www.ebay.com//24327'}
kodak,cw330,point & shoot,4.0,3.0,,1.5,,{'www.ebay.com//59695'}
kodak,cx7300,point & shoot,3.2,3.0,3.0,1.6,,"{'www.ebay.com//56068', 'www.ebay.com//52642', 'www.ebay.com//55211', 'www.ebay.com//55569', 'www.ebay.com//59969', 'www.ebay.com//44589', 'www.ebay.com//44757', 'www.ebay.com//55587'}"
kodak,cx4200,point & shoot,2.0,2.0,,1.6,,{'www.ebay.com//54331'}
kodak,cx4230,point & shoot,2.0,3.0,,1.6,,{'www.ebay.com//47772'}
kodak,cx6230,point & shoot,2.0,3.0,,2.0,,"{'www.ebay.com//56625', 'www.ebay.com//59852', 'www.ebay.com//43982', 'www.ebay.com//42311', 'www.ebay.com//45678'}"
kodak,cx6330,point & shoot,3.1,3.0,,1.6,,"{'www.ebay.com//60434', 'www.ebay.com//45111', 'www.ebay.com//47840', 'www.ebay.com//56444'}"
kodak,cx6445,point & shoot,4.0,4.0,,1.8,,{'www.ebay.com//52961'}
kodak,cx7330,point & shoot,3.1,3.0,,1.6,,"{'www.ebay.com//48193', 'www.ebay.com//60442'}"
kodak,cx7430,point & shoot,4.0,3.0,,1.6,,"{'www.ebay.com//60646', 'www.ebay.com//43494', 'www.ebay.com//44154', 'www.ebay.com//60002', 'www.ebay.com//53833', 'www.ebay.com//42412', 'www.ebay.com//44199', 'www.ebay.com//43299'}"
kodak,cx7525,,5.0,,,,,{'www.ebay.com//60283'}
kodak,cx7530,point & shoot,5.0,3.0,,1.8,,"{'www.ebay.com//43787', 'www.ebay.com//47931', 'www.ebay.com//24246', 'www.ebay.com//57429', 'www.ebay.com//47598'}"
kodak,dc 210,point & shoot,3.0,2.0,,1.8,,"{'www.ebay.com//43892', 'www.ebay.com//42520'}"
kodak,dc 240,point & shoot,1.3,3.0,,1.8,,"{'www.ebay.com//48740', 'www.ebay.com//53886'}"
kodak,dc 265,point & shoot,1.6,3.0,,2.0,,{'www.ebay.com//48164'}
kodak,dc 290,point & shoot,2.1,3.0,,2.0,,"{'www.ebay.com//45444', 'www.ebay.com//42216', 'www.ebay.com//47199', 'www.ebay.com//57819'}"
kodak,dc 3200,point & shoot,1.0,,,1.6,,"{'www.ebay.com//55785', 'www.ebay.com//56878', 'www.ebay.com//48336'}"
kodak,dc50,point & shoot,0.4,3.0,,,,"{'www.ebay.com//45951', 'www.ebay.com//46153', 'www.ebay.com//56736', 'www.ebay.com//42104', 'www.ebay.com//41941'}"
kodak,dc 5000,point & shoot,2.1,2.0,,1.8,,"{'www.ebay.com//53287', 'www.ebay.com//43347'}"
kodak,dc120,point & shoot,1.2,3.0,,1.5,,"{'www.ebay.com//59441', 'www.ebay.com//55864'}"
kodak,dc200,point & shoot,1.0,,,1.8,,{'www.ebay.com//52925'}
kodak,dc215,point & shoot,1.0,2.0,,1.8,,"{'www.ebay.com//24331', 'www.ebay.com//42675', 'www.ebay.com//23928'}"
kodak,dc220,,,2.0,2.0,2.0,54.13,{'www.shopmania.in//641'}
kodak,dc260,point & shoot,1.6,3.0,,1.5,,"{'www.ebay.com//44535', 'www.ebay.com//23887'}"
kodak,dc280,point & shoot,2.0,2.0,,1.8,,{'www.ebay.com//53023'}
kodak,dc40,,,,,,,{'www.ebay.com//59446'}
kodak,dcs 420c,digital slr,2.0,,,,,{'www.ebay.com//54726'}
kodak,dcs 660,digital slr,6.1,,,1.8,,{'www.ebay.com//58612'}
kodak,dx3500,point & shoot,2.2,1.0,,1.8,,"{'www.ebay.com//55245', 'www.ebay.com//59336', 'www.ebay.com//45998', 'www.ebay.com//58988'}"
kodak,dx3600,point & shoot,2.2,2.0,,1.8,,"{'www.ebay.com//43935', 'www.ebay.com//46236', 'www.ebay.com//60556'}"
kodak,dx 3700,point & shoot,3.1,,,1.6,,{'www.ebay.com//44321'}
kodak,dx7630,point & shoot,6.1,3.0,,2.2,,"{'www.ebay.com//48090', 'www.ebay.com//24642', 'www.ebay.com//60031', 'www.ebay.com//24295', 'www.ebay.com//24449', 'www.ebay.com//24856'}"
kodak,dx3900,point & shoot,3.1,2.0,,1.5,,"{'www.ebay.com//58776', 'www.ebay.com//48471', 'www.ebay.com//45327'}"
kodak,dx4330,point & shoot,3.1,3.0,,1.8,,"{'www.ebay.com//47359', 'www.ebay.com//55216', 'www.ebay.com//47408'}"
kodak,dx4530,point & shoot,5.0,3.0,,1.8,,"{'www.ebay.com//60502', 'www.ebay.com//24902', 'www.ebay.com//25171', 'www.ebay.com//25157', 'www.ebay.com//59964', 'www.ebay.com//48715', 'www.ebay.com//24754'}"
kodak,dx4900,point & shoot,4.0,2.0,,1.5,,{'www.ebay.com//42790'}
kodak,dx6340,point & shoot,3.1,4.0,,1.8,,"{'www.ebay.com//25133', 'www.ebay.com//43242'}"
kodak,dx6440,point & shoot,4.0,4.0,,1.8,,"{'www.ebay.com//25150', 'www.ebay.com//24034', 'www.ebay.com//24910'}"
kodak,dx6490,point & shoot,4.0,10.0,,2.2,,"{'www.ebay.com//55599', 'www.ebay.com//43513', 'www.ebay.com//55967', 'www.ebay.com//59418', 'www.ebay.com//58680'}"
kodak,dx7440,point & shoot,4.0,4.0,,2.2,,{'www.ebay.com//43612'}
kodak,dx7590,point & shoot,5.0,10.0,,2.2,,"{'www.ebay.com//46709', 'www.ebay.com//23930', 'www.ebay.com//59681', 'www.ebay.com//52886', 'www.ebay.com//42599'}"
kodak,ffz151,,16.0,15.0,6.0,,,{'www.walmart.com//803'}
kodak,fz151,,,15.0,6.0,,,"{'www.mypriceindia.com//721', 'www.price-hunt.com//9840'}"
kodak,fz41,point & shoot,16.1,4.0,6.0,2.7,,"{'www.price-hunt.com//9777', 'www.ebay.com//46297', 'www.walmart.com//691'}"
kodak,fz51,,,5.0,6.0,,,"{'www.mypriceindia.com//143', 'www.price-hunt.com//9695'}"
kodak,kv 270,point & shoot,,,,,,{'www.ebay.com//47750'}
kodak,ls443,point & shoot,4.0,3.0,,1.8,,{'www.ebay.com//24757'}
kodak,ls743,point & shoot,4.0,2.8,,1.8,,{'www.ebay.com//60898'}
kodak,ls753,point & shoot,5.0,2.8,,1.8,,"{'www.ebay.com//25074', 'www.ebay.com//24369'}"
kodak,m1033,digital slr,10.0,3.0,5.0,,,"{'www.buzzillions.com//2784', 'www.ebay.com//46802', 'www.ebay.com//45553'}"
kodak,m1063,point & shoot,10.3,3.0,,2.7,,"{'www.ebay.com//45159', 'www.ebay.com//53304', 'www.ebay.com//44038'}"
kodak,m1093,point & shoot,10.1,3.0,,3.0,,{'www.ebay.com//60309'}
kodak,m200,point & shoot,10.0,3.0,5.0,2.5,,"{'www.buzzillions.com//1854', 'www.ebay.com//60767', 'www.buzzillions.com//2232', 'www.shopmania.in//1720', 'www.ebay.com//44343'}"
kodak,m320,point & shoot,9.2,3.0,,2.7,,"{'www.ebay.com//59134', 'www.ebay.com//44225'}"
kodak,m340,point & shoot,10.2,3.0,5.0,2.7,,"{'www.ebay.com//53322', 'www.ebay.com//55940', 'www.ebay.com//53956', 'www.ebay.com//47877', 'www.ebay.com//42819', 'www.buzzillions.com//2932', 'www.ebay.com//59073', 'www.ebay.com//54398'}"
kodak,m341,point & shoot,12.2,3.0,,2.7,,"{'www.ebay.com//42685', 'www.ebay.com//44893', 'www.ebay.com//53074', 'www.ebay.com//46225', 'www.ebay.com//43915', 'www.ebay.com//47458', 'www.ebay.com//54826', 'www.ebay.com//57008', 'www.ebay.com//58793', 'www.ebay.com//54286'}"
kodak,m380,point & shoot,10.2,5.0,,3.0,,"{'www.buzzillions.com//1029', 'www.ebay.com//52914', 'www.buzzillions.com//2515'}"
kodak,m381,point & shoot,12.0,5.0,5.0,3.0,,"{'www.ebay.com//60893', 'www.buzzillions.com//2246', 'www.ebay.com//54596', 'www.ebay.com//54215'}"
kodak,m420,point & shoot,10.0,4.0,,3.0,,{'www.ebay.com//25004'}
kodak,m522,point & shoot,14.0,4.0,4.0,2.7,,"{'www.price-hunt.com//9892', 'www.ebay.com//24684', 'www.shopmania.in//1531'}"
kodak,m530,point & shoot,12.0,3.0,5.0,2.7,,"{'www.ebay.com//58673', 'www.ebay.com//59053', 'www.ebay.com//46731', 'www.ebay.com//56216', 'www.ebay.com//59909', 'www.buzzillions.com//1894'}"
kodak,m530,digital camera,12.0,3.0,,,,{'www.ebay.com//54817'}
kodak,m531,point & shoot,14.0,3.0,5.0,2.7,,"{'www.ebay.com//24304', 'www.ebay.com//53185', 'www.ebay.com//23859', 'www.price-hunt.com//755', 'www.ebay.com//24566', 'www.ebay.com//59493', 'www.ebay.com//53892'}"
kodak,m532,point & shoot,14.0,4.0,,2.7,,"{'www.ebay.com//24554', 'www.ebay.com//24827', 'www.ebay.com//25061', 'www.ebay.com//25054', 'www.ebay.com//24764'}"
kodak,m5350,point & shoot,16.0,5.0,,2.7,,"{'www.ebay.com//25076', 'www.ebay.com//24192'}"
kodak,m5350,point & shoot,16.0,5.0,,2.7,,{'www.ebay.com//24688'}
kodak,m5370,point & shoot,16.0,5.0,5.0,3.0,,"{'www.ebay.com//24100', 'www.buzzillions.com//2239', 'www.ebay.com//24872', 'www.ebay.com//55051'}"
kodak,m5370,point & shoot,16.0,5.0,,3.0,,{'www.ebay.com//56685'}
kodak,m550,point & shoot,12.0,5.0,5.0,2.7,,"{'www.buzzillions.com//2871', 'www.buzzillions.com//2924', 'www.ebay.com//25013', 'www.shopmania.in//1692'}"
kodak,m552,point & shoot,14.0,5.0,5.0,2.7,,"{'www.ebay.com//24878', 'www.ebay.com//24980', 'www.ebay.com//24526', 'www.ebay.com//44121', 'www.buzzillions.com//2119', 'www.buzzillions.com//2904', 'www.ebay.com//24380', 'www.buzzillions.com//1874'}"
kodak,m575,,14.0,5.0,5.0,,,"{'www.buzzillions.com//2086', 'www.shopmania.in//940'}"
kodak,m577,point & shoot,14.0,5.0,4.0,3.0,,"{'www.ebay.com//44186', 'www.buzzillions.com//2500', 'www.buzzillions.com//2801', 'www.ebay.com//24816', 'www.ebay.com//24350', 'www.ebay.com//43611', 'www.ebay.com//43045', 'www.pricedekho.com//1025'}"
kodak,m580,point & shoot,14.0,8.0,8.0,3.0,,"{'www.ebay.com//53597', 'www.ebay.com//44401', 'www.ebay.com//46353', 'www.ebay.com//58677', 'www.buzzillions.com//2788', 'www.ebay.com//46371', 'www.shopmania.in//1627', 'www.ebay.com//46342', 'www.buzzillions.com//2562'}"
kodak,m583,point & shoot,14.0,8.0,5.0,3.0,,"{'www.ebay.com//24906', 'www.ebay.com//60645', 'www.buzzillions.com//1803', 'www.gosale.com//1103'}"
kodak,m590,point & shoot,14.0,5.0,5.0,2.7,137.97,"{'www.gosale.com//453', 'www.ebay.com//24770', 'www.buzzillions.com//2403', 'www.ebay.com//24332', 'www.ebay.com//24368', 'www.ebay.com//24060', 'www.shopmania.in//642', 'www.ebay.com//23943'}"
kodak,m753,point & shoot,7.0,3.0,,2.5,,"{'www.ebay.com//54957', 'www.ebay.com//48601', 'www.ebay.com//55429', 'www.ebay.com//57743'}"
kodak,m753,,7.0,3.0,,,,{'www.ebay.com//60759'}
kodak,m763,point & shoot,7.2,3.0,,2.7,,"{'www.ebay.com//47539', 'www.ebay.com//58463', 'www.ebay.com//45567', 'www.ebay.com//60807'}"
kodak,m853,point & shoot,8.2,3.0,5.0,2.5,,"{'www.buzzillions.com//2648', 'www.ebay.com//57002', 'www.ebay.com//53088', 'www.ebay.com//45725', 'www.ebay.com//57073', 'www.ebay.com//45047', 'www.ebay.com//57797'}"
kodak,m863,point & shoot,8.2,3.0,,2.7,,"{'www.ebay.com//57908', 'www.ebay.com//44616', 'www.ebay.com//41967', 'www.ebay.com//47993', 'www.ebay.com//58972', 'www.ebay.com//44665', 'www.ebay.com//55010', 'www.ebay.com//48238'}"
kodak,m873,point & shoot,8.0,3.0,,3.0,,"{'www.ebay.com//43431', 'www.ebay.com//60086'}"
kodak,m883,point & shoot,8.0,3.0,,3.0,,"{'www.ebay.com//45138', 'www.ebay.com//56587', 'www.ebay.com//59180'}"
kodak,m893,point & shoot,8.1,3.0,5.0,2.7,,"{'www.ebay.com//48049', 'www.ebay.com//42448', 'www.ebay.com//43256', 'www.ebay.com//56307', 'www.buzzillions.com//1002', 'www.ebay.com//55716', 'www.ebay.com//48216', 'www.ebay.com//54906', 'www.ebay.com//42950'}"
kodak,md1063,point & shoot,10.3,3.0,,2.7,,"{'www.ebay.com//57082', 'www.ebay.com//43605'}"
kodak,md41,point & shoot,12.2,3.0,,2.7,,"{'www.ebay.com//59753', 'www.ebay.com//48213'}"
kodak,md81,point & shoot,14.4,5.0,,,,{'www.ebay.com//55329'}
kodak,md853,point & shoot,8.2,3.0,,2.5,,"{'www.ebay.com//55719', 'www.ebay.com//47011'}"
kodak,mpeg-4,digital camcorder,,,2.0,,,{'buy.net//4285'}
kodak,,,14.0,5.0,5.0,,,"{'www.buzzillions.com//1898', 'www.buzzillions.com//2274', 'www.buzzillions.com//2529'}"
kodak,,,14.0,9.0,5.0,,,"{'www.buzzillions.com//1978', 'www.buzzillions.com//2894'}"
kodak,,,14.0,4.0,5.0,,,{'www.buzzillions.com//2453'}
kodak,,,,,,,,{'www.ebay.com//23889'}
kodak,,,,,,,,{'www.ebay.com//24719'}
kodak,,various,,,,,,{'www.ebay.com//24819'}
kodak,,digital slr,8.0,,,,,"{'www.ebay.com//46585', 'www.ebay.com//44116'}"
kodak,,,,,,,,{'www.ebay.com//44630'}
kodak,,,10.0,,,,,{'www.ebay.com//44650'}
kodak,,,12.0,,,,,{'www.ebay.com//45795'}
kodak,,camera,12.0,3.0,,,,{'www.ebay.com//45960'}
kodak,,,8.2,,,,,{'www.ebay.com//46806'}
kodak,,kodak c190 and insignia 12mp,12.0,5.0,,,,{'www.ebay.com//47594'}
kodak,,,,,,,,{'www.ebay.com//47777'}
kodak,,printer dock,,,,,,"{'www.ebay.com//52966', 'www.ebay.com//48120'}"
kodak,,,5.0,,,,,{'www.ebay.com//53353'}
kodak,,digital slr,14.0,3.0,,,,{'www.ebay.com//58986'}
kodak,,,8.2,,,,,{'www.ebay.com//59683'}
kodak,,,4.0,3.0,,,,{'www.ebay.com//60731'}
kodak,,,,,,,,{'www.pricedekho.com//1003'}
kodak,p712,point & shoot,7.1,12.0,,2.5,,"{'www.ebay.com//60243', 'www.ebay.com//46950'}"
kodak,p850,point & shoot,5.1,12.0,,2.5,,{'www.ebay.com//55639'}
kodak,p880,digital slr,8.0,,,2.5,,"{'www.ebay.com//46900', 'www.ebay.com//24994', 'www.ebay.com//46056', 'www.ebay.com//24098'}"
kodak,sl10,,,,,,,{'www.walmart.com//601'}
kodak,sl25,,,,,,,"{'www.walmart.com//606', 'www.ebay.com//48632', 'www.walmart.com//626'}"
kodak,spz1,,,3.0,6.0,,,{'www.price-hunt.com//846'}
kodak,v1003,point & shoot,10.2,3.0,4.0,2.5,,"{'www.buzzillions.com//2074', 'www.ebay.com//42633', 'www.ebay.com//57143', 'www.ebay.com//59895', 'www.ebay.com//56915', 'www.ebay.com//55968', 'www.ebay.com//43944', 'www.ebay.com//46381', 'www.ebay.com//60082'}"
kodak,v1073,point & shoot,10.0,3.0,5.0,3.0,,"{'www.ebay.com//48931', 'www.buzzillions.com//852', 'www.ebay.com//48980'}"
kodak,v1233,point & shoot,12.0,3.0,,2.5,,"{'www.ebay.com//54477', 'www.ebay.com//42407'}"
kodak,v1253,,12.0,3.0,5.0,,,{'www.buzzillions.com//2171'}
kodak,v1273,point & shoot,12.1,3.0,,3.0,,{'www.ebay.com//52817'}
kodak,v550,point & shoot,5.0,3.0,,2.5,,"{'www.ebay.com//45831', 'www.ebay.com//23918', 'www.ebay.com//48358'}"
kodak,v570,point & shoot,5.0,5.0,,2.5,,"{'www.ebay.com//43540', 'www.ebay.com//47967'}"
kodak,v610,digital slr,6.1,,,,,{'www.ebay.com//59401'}
kodak,v803,point & shoot,8.0,3.0,4.0,2.5,193.17,"{'buy.net//6429', 'www.ebay.com//47634', 'www.ebay.com//44679', 'www.ebay.com//45339', 'www.gosale.com//1250', 'www.ebay.com//43381', 'www.ebay.com//43656'}"
kodak,z1012,point & shoot,10.1,12.0,,2.5,,"{'www.ebay.com//42573', 'www.ebay.com//57582', 'www.ebay.com//47774', 'www.ebay.com//55448'}"
kodak,z1015,point & shoot,10.0,15.0,,3.0,,{'www.ebay.com//25084'}
kodak,z1085,,,,,,,{'www.ebay.com//53301'}
kodak,z1275,point & shoot,12.0,5.0,,2.5,,"{'www.ebay.com//47475', 'www.ebay.com//41962'}"
kodak,z1285,point & shoot,12.1,5.0,,2.5,,"{'www.ebay.com//59808', 'www.ebay.com//24563', 'www.ebay.com//45781', 'www.ebay.com//43149', 'www.ebay.com//24646', 'www.ebay.com//56321'}"
kodak,z1485,point & shoot,14.0,5.0,,2.5,,"{'www.ebay.com//54476', 'www.ebay.com//46107', 'www.ebay.com//53708', 'www.ebay.com//54871', 'www.ebay.com//44270', 'www.ebay.com//24117'}"
kodak,z20fd,point & shoot,8.1,3.0,,2.5,,{'www.ebay.com//58619'}
kodak,z5010,point & shoot,14.0,21.0,5.0,3.0,131.07,"{'www.ebay.com//24962', 'www.buzzillions.com//2045', 'www.ebay.com//53265', 'www.ebay.com//48177', 'www.ebay.com//43328', 'www.ebay.com//54591', 'www.ebay.com//24365', 'www.ebay.com//48350', 'www.ebay.com//24505', 'www.ebay.com//24660', 'www.ebay.com//25028', 'www.gosale.com//1088'}"
kodak,z5120,point & shoot,16.0,26.0,,3.0,,{'www.ebay.com//46057'}
kodak,z612,point & shoot,6.1,12.0,,2.5,,"{'www.ebay.com//58554', 'www.ebay.com//45455', 'www.ebay.com//60377', 'www.ebay.com//45473', 'www.ebay.com//59111', 'www.ebay.com//46494', 'www.ebay.com//46132', 'www.ebay.com//54421', 'www.ebay.com//45867', 'www.ebay.com//47873', 'www.ebay.com//48492'}"
kodak,z650,point & shoot,6.1,10.0,,2.0,233.21,"{'www.ebay.com//47697', 'www.ebay.com//55034', 'www.ebay.com//54136', 'www.ebay.com//56202', 'www.ebay.com//44733', 'www.gosale.com//753'}"
kodak,z700,point & shoot,4.0,5.0,,1.6,,"{'www.ebay.com//58761', 'www.gosale.com//1496', 'www.ebay.com//43708', 'www.ebay.com//53893', 'www.ebay.com//55382', 'www.ebay.com//53922'}"
kodak,z710,point & shoot,7.1,10.0,,2.0,,"{'www.ebay.com//44755', 'www.ebay.com//42148', 'www.ebay.com//47208', 'www.ebay.com//53313', 'www.ebay.com//43476', 'www.buzzillions.com//2444', 'www.ebay.com//46178', 'www.ebay.com//42052'}"
kodak,z712,point & shoot,7.1,12.0,4.2,2.5,182.54,"{'www.ebay.com//56468', 'www.ebay.com//53045', 'www.ebay.com//42763', 'www.ebay.com//44609', 'www.ebay.com//24652', 'www.ebay.com//57056', 'www.buzzillions.com//1781', 'www.ebay.com//24622', 'www.ebay.com//24268', 'www.ebay.com//24174', 'www.ebay.com//24845', 'www.gosale.com//579', 'www.shopbot.com.au//1337', 'www.ebay.com//45036', 'www.ebay.com//44569', 'www.ebay.com//44304', 'www.ebay.com//57070', 'www.ebay.com//44328', 'www.ebay.com//53742'}"
kodak,z730,point & shoot,5.0,4.0,,2.2,,"{'www.ebay.com//60198', 'www.ebay.com//56361', 'www.ebay.com//55810'}"
kodak,z740,point & shoot,5.0,10.0,,1.8,,"{'www.ebay.com//55920', 'www.ebay.com//44465', 'www.ebay.com//54343', 'www.ebay.com//48608', 'www.ebay.com//55513', 'www.ebay.com//56453', 'www.ebay.com//57134', 'www.ebay.com//55804', 'www.ebay.com//56329', 'www.ebay.com//58584', 'www.ebay.com//42202', 'www.ebay.com//47001', 'www.ebay.com//44737', 'www.ebay.com//60014', 'www.ebay.com//60665', 'www.ebay.com//56462', 'www.ebay.com//55240', 'www.ebay.com//45518'}"
kodak,z760,point & shoot,6.1,3.0,,2.2,,"{'www.ebay.com//54014', 'www.ebay.com//56367'}"
kodak,z812,point & shoot,8.1,12.0,,2.5,,"{'www.ebay.com//45401', 'www.ebay.com//53978'}"
kodak,z8612is,,,,,,,{'www.ebay.com//24985'}
kodak,z885,point & shoot,8.1,5.0,,2.5,,"{'www.ebay.com//25162', 'www.ebay.com//23869', 'www.ebay.com//24968'}"
kodak,z915,point & shoot,10.0,10.0,5.0,2.5,208.4,"{'www.ebay.com//45614', 'www.ebay.com//59851', 'www.ebay.com//47351', 'www.ebay.com//42512', 'www.ebay.com//53900', 'www.buzzillions.com//2674', 'www.gosale.com//558', 'www.ebay.com//43062', 'www.ebay.com//58579', 'www.ebay.com//43354'}"
kodak,z950,point & shoot,12.0,10.0,5.0,3.0,,"{'www.buzzillions.com//2711', 'www.shopmania.in//1314', 'www.ebay.com//57876', 'www.ebay.com//56221', 'www.ebay.com//53796', 'www.ebay.com//59932'}"
kodak,z980,point & shoot,12.0,24.0,,3.0,,"{'www.ebay.com//53419', 'www.ebay.com//23857'}"
kodak,z981,point & shoot,14.0,26.0,5.0,3.0,,"{'www.ebay.com//59253', 'www.ebay.com//56977', 'www.ebay.com//45382', 'www.ebay.com//53859', 'www.ebay.com//46139', 'www.ebay.com//56256', 'www.buzzillions.com//2717', 'www.shopmania.in//1086', 'www.price-hunt.com//9855', 'www.ebay.com//48614', 'www.ebay.com//52610', 'www.ebay.com//42883'}"
kodak,z990,,12.0,30.0,5.0,,166.79,"{'www.buzzillions.com//1882', 'www.shopmania.in//1185', 'www.buzzillions.com//2517'}"
kodak,zd15,easy share zd15,5.0,10.0,,,,"{'www.ebay.com//43549', 'www.ebay.com//60647'}"
kodak,zd710,point & shoot,7.1,10.0,,2.0,,"{'www.ebay.com//54639', 'www.ebay.com//58093', 'www.ebay.com//45466', 'www.ebay.com//45134', 'www.ebay.com//47895'}"
kodak,zd8612,point & shoot,8.1,12.0,,2.5,,"{'www.ebay.com//53771', 'www.ebay.com//42197', 'www.ebay.com//46824', 'www.ebay.com//55826', 'www.ebay.com//46060', 'www.ebay.com//58778', 'www.ebay.com//52661', 'www.ebay.com//44854'}"
kodak,zi10,mini digital camera,5.1,,,,,{'www.ebay.com//46304'}
kodak,zi6,kodak digital photo & video camera zi6,,,,,,{'www.ebay.com//43909'}
kodak,zi6,pocket video camera,,,,2.4,,{'www.ebay.com//47134'}
kodak,zi8,mini digital camera,5.0,,,,,{'www.ebay.com//53857'}
kodak,zm1,mini digital camera,,3.0,,1.8,,"{'www.ebay.com//42463', 'www.ebay.com//45414', 'www.ebay.com//45940', 'www.ebay.com//45009'}"
kodak,zm2,underwater,,3.0,,1.8,,{'www.ebay.com//47080'}
kodak,zx1,,,,2.0,2.0,,{'www.buzzillions.com//2116'}
kodak,zx3,underwater,,,,,,"{'www.ebay.com//42854', 'www.ebay.com//60166'}"
leica,112,point & shoot,12.1,,,3.0,,"{'www.ebay.com//44825', 'www.ebay.com//55815'}"
leica,112,point & shoot,12.0,,,3.0,,{'www.ebay.com//47859'}
leica,114,,,,,,,"{'www.ebay.com//53545', 'www.ebay.com//57268'}"
leica,701,digital slr,16.5,,,,,{'www.ebay.com//24866'}
leica,701,,,,,,,"{'www.shopbot.com.au//1359', 'www.shopbot.com.au//1370', 'www.shopbot.com.au//1579'}"
leica,7x,advanced,12.1,,4.0,,,"{'buy.net//6677', 'www.henrys.com//128', 'www.henrys.com//11'}"
leica,m9 p,rangefinder,18.0,,,2.5,,"{'www.ebay.com//43081', 'www.ebay.com//52736', 'www.ebay.com//24054', 'www.ebay.com//42134'}"
leica,c lux 2,point & shoot,7.2,3.6,,2.5,,"{'www.ebay.com//52891', 'www.ebay.com//46477', 'www.ebay.com//54263'}"
leica,c lux 3,point & shoot,10.1,5.0,,2.5,,"{'www.ebay.com//42681', 'www.ebay.com//46045'}"
leica,d lux 3,point & shoot,10.0,4.0,,2.8,455.4,"{'www.ebay.com//56379', 'www.gosale.com//822', 'www.ebay.com//60444', 'www.ebay.com//55510'}"
leica,d lux 4,point & shoot,10.1,2.5,,3.0,585.81,"{'www.ebay.com//47112', 'www.ebay.com//24027', 'www.ebay.com//24617', 'www.gosale.com//814'}"
leica,d-lux 5,point & shoot,10.1,3.8,4.0,3.0,551.31,"{'www.shopmania.in//1290', 'www.buzzillions.com//1972', 'www.ebay.com//43888', 'www.alibaba.com//22574', 'www.ebay.com//60589', 'www.ebay.com//24152', 'www.gosale.com//1024', 'www.ebay.com//47946'}"
leica,d lux 6,point & shoot,10.1,3.8,4.0,3.0,,"{'www.ebay.com//48938', 'www.alibaba.com//24533', 'www.ebay.com//47103', 'www.ebay.com//55901', 'www.ebay.com//48196', 'www.ebay.com//58842', 'www.henrys.com//74', 'www.ebay.com//54056', 'www.ebay.com//24151', 'buy.net//6187', 'www.henrys.com//167', 'www.ebay.com//48315', 'buy.net//6628', 'www.ebay.com//57922'}"
leica,digilux 1,point & shoot,4.0,3.0,,2.5,,{'www.ebay.com//45924'}
leica,digilux 2,digital slr,5.0,4.0,,2.5,,"{'www.ebay.com//53528', 'www.ebay.com//53269', 'www.ebay.com//58701', 'www.ebay.com//54167'}"
leica,digilux 3,digital slr,7.5,,4.0,2.5,,"{'www.ebay.com//45931', 'cammarkt.com//182'}"
leica,m 240,rangefinder,24.0,,,3.0,,"{'www.ebay.com//52757', 'www.ebay.com//58495', 'www.ebay.com//23961', 'www.ebay.com//44880', 'www.ebay.com//53995', 'www.ebay.com//47605', 'www.ebay.com//55131', 'www.ebay.com//24922', 'www.priceme.co.nz//2255', 'www.ebay.com//56448', 'www.ebay.com//58965'}"
leica,m p 240,35mm digital rangefinder,24.0,,,,,"{'www.ebay.com//24207', 'www.ebay.com//60416'}"
leica,m6,rangefinder,,,,,,{'www.ebay.com//56607'}
leica,m8,rangefinder,10.3,10.0,,2.5,,"{'www.ebay.com//56088', 'www.ebay.com//57562', 'www.ebay.com//55697', 'www.ebay.com//42241', 'www.ebay.com//43921', 'www.ebay.com//43569', 'www.ebay.com//46061', 'www.ebay.com//45876', 'www.ebay.com//53665'}"
