name,style,ounces,abv,ibu,brewery,city,state
Good People IPA,American IPA,12.0,6.0,64.0,Good People Brewing Company,Birmingham,AL
Good People American Brown Ale,American Brown Ale,12.0,5.8,36.0,Good People Brewing Company,Birmingham,AL
Mountain Rescue Pale Ale,American Pale Ale (APA),12.0,5.5,40.0,Goodlife Brewing Co.,Bend,OR
Goose Island India Pale Ale,American IPA,12.0,5.9,55.0,Goose Island Brewery Company,Chicago,IL
312 Urban Pale Ale,American Pale Ale (APA),16.0,5.4,30.0,Goose Island Brewing Company,Chicago,IL
312 Urban Wheat Ale,American Pale Wheat Ale,16.0,4.2,18.0,Goose Island Brewing Company,Chicago,IL
Beaver Logger,American Pale Lager,12.0,5.2,19.0,Gore Range Brewery,Edwards,CO
White Water Wheat,American Pale Wheat Ale,12.0,5.0,,Grand Canyon Brewing Company,Williams,AZ
Grand Canyon American Pilsner,American Pilsner,12.0,5.2,,Grand Canyon Brewing Company,Williams,AZ
Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12.0,5.4,,Grand Canyon Brewing Company,Williams,AZ
Black Iron India Pale Ale,American IPA,12.0,,,Grand Canyon Brewing Company,Williams,AZ
Monarch Classic American Wheat,American Pale Wheat Ale,12.0,4.3,21.0,Grapevine Craft Brewery,Farmers Branch,TX
Sir William's English Brown Ale,English Brown Ale,12.0,4.9,21.0,Grapevine Craft Brewery,Farmers Branch,TX
Lakefire Rye Pale Ale,American Pale Ale (APA),12.0,5.5,35.0,Grapevine Craft Brewery,Farmers Branch,TX
Beer Agent Re-Ignition,American Blonde Ale,16.0,5.3,22.0,Great Crescent Brewery,Aurora,IN
Cherry Ale,Fruit / Vegetable Beer,16.0,5.7,18.0,Great Crescent Brewery,Aurora,IN
Bourbon Barrel Aged Coconut Porter,American Porter,16.0,5.6,33.0,Great Crescent Brewery,Aurora,IN
Great Crescent IPA,American IPA,16.0,6.2,60.0,Great Crescent Brewery,Aurora,IN
Aurora Lager,Dortmunder / Export Lager,16.0,5.7,27.0,Great Crescent Brewery,Aurora,IN
Great Crescent Blonde Ale,American Blonde Ale,16.0,5.3,22.0,Great Crescent Brewery,Aurora,IN
Great Crescent Coconut Porter,American Porter,16.0,5.6,33.0,Great Crescent Brewery,Aurora,IN
Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,16.0,5.7,25.0,Great Crescent Brewery,Aurora,IN
Great Crescent Brown Ale,American Brown Ale,16.0,4.5,36.0,Great Crescent Brewery,Aurora,IN
Frosted Fields Winter Wheat,American Dark Wheat Ale,16.0,6.0,25.0,Great Crescent Brewery,Aurora,IN
Great Crescent Belgian Style Wit,Witbier,16.0,5.1,13.0,Great Crescent Brewery,Aurora,IN
Bourbon's Barrel Stout,American Stout,16.0,7.5,65.0,Great Crescent Brewery,Aurora,IN
Great Crescent Stout,English Stout,16.0,8.0,66.0,Great Crescent Brewery,Aurora,IN
Great Crescent Dark Lager,Euro Dark Lager,16.0,5.7,23.0,Great Crescent Brewery,Aurora,IN
Great Crescent Mild Ale,English Dark Mild Ale,16.0,4.2,26.0,Great Crescent Brewery,Aurora,IN
Denver Pale Ale,American Pale Ale (APA),12.0,5.0,,Great Divide Brewing Company,Denver,CO
Hibernation Ale,Old Ale,12.0,8.7,,Great Divide Brewing Company,Denver,CO
Whitewater,American Pale Wheat Ale,12.0,6.1,,Great Divide Brewing Company,Denver,CO
Rumble,American IPA,12.0,7.1,,Great Divide Brewing Company,Denver,CO
Orabelle,Tripel,12.0,8.3,,Great Divide Brewing Company,Denver,CO
Lasso,American IPA,12.0,5.0,,Great Divide Brewing Company,Denver,CO
Yeti  Imperial Stout,Russian Imperial Stout,12.0,9.5,75.0,Great Divide Brewing Company,Denver,CO
Colette,Saison / Farmhouse Ale,12.0,7.3,,Great Divide Brewing Company,Denver,CO
Titan IPA,American IPA,12.0,7.1,,Great Divide Brewing Company,Denver,CO
Black Star Double Hopped Golden Lager,American Pale Lager,24.0,4.5,15.0,Great Northern Brewing Company,Whitefish,MT
Commotion APA,American Pale Ale (APA),12.0,5.2,49.0,Great Raft Brewing Company,Shreveport,LA
Southern Drawl Pale Lager,American Pale Lager,12.0,5.2,,Great Raft Brewing Company,Shreveport,LA
Chickawawa Lemonale,Fruit / Vegetable Beer,12.0,5.0,5.0,Great River Brewery,Davenport,IA
Barrel Aged Farmer,American Brown Ale,16.0,7.0,22.0,Great River Brewery,Davenport,IA
Great River Golden Ale,American Blonde Ale,12.0,4.8,,Great River Brewery,Davenport,IA
Dirty Blonde Chocolate Ale,American Blonde Ale,12.0,4.8,,Great River Brewery,Davenport,IA
Dos Pistolas,Vienna Lager,12.0,4.8,20.0,Great River Brewery,Davenport,IA
Owney Irish Style Red Ale,Irish Red Ale,16.0,5.0,30.0,Great River Brewery,Davenport,IA
Aaah Bock Lager,Vienna Lager,16.0,6.0,,Great River Brewery,Davenport,IA
Widespread Wit,Witbier,16.0,5.5,10.0,Great River Brewery,Davenport,IA
Roller Dam Red Ale,Irish Red Ale,16.0,5.4,30.0,Great River Brewery,Davenport,IA
483 Pale Ale,American Pale Ale (APA),16.0,5.3,48.0,Great River Brewery,Davenport,IA
Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,16.0,9.0,99.0,Great River Brewery,Davenport,IA
Farmer Brown Ale,American Brown Ale,16.0,7.0,22.0,Great River Brewery,Davenport,IA
Big Cock IPA,American IPA,16.0,7.0,70.0,Great River Brewery,Davenport,IA
40th Annual Bix Street Fest Copper Ale,American Amber / Red Ale,16.0,4.8,25.0,Great River Brewery,Davenport,IA
Redband Stout,American Stout,16.0,6.0,36.0,Great River Brewery,Davenport,IA
Pablo Beach Pale Ale,American Pale Ale (APA),12.0,5.0,30.0,Green Room Brewing,Jacksonville,FL
Wild Trail Pale Ale,American Pale Ale (APA),12.0,5.7,44.0,Greenbrier Valley Brewing Company,Lewisburg,WV
Mothman Black IPA,American Black Ale,12.0,6.7,71.0,Greenbrier Valley Brewing Company,Lewisburg,WV
Autumn Winds Fest Beer,Märzen / Oktoberfest,16.0,5.8,,Grey Sail Brewing Company,Westerly,RI
Captain's Daughter,American Double / Imperial IPA,12.0,8.5,69.0,Grey Sail Brewing Company,Westerly,RI
Autumn Winds,Märzen / Oktoberfest,16.0,5.8,,Grey Sail Brewing of Rhode Island,Westerly,RI
Flying Jenny Extra Pale Ale,American Pale Ale (APA),12.0,6.0,54.0,Grey Sail Brewing of Rhode Island,Westerly,RI
Hazy Day Belgian-Style Wit,Witbier,16.0,4.0,20.0,Grey Sail Brewing of Rhode Island,Westerly,RI
Bring Back the Beach Blonde Ale,American Blonde Ale,16.0,5.5,,Grey Sail Brewing of Rhode Island,Westerly,RI
Leaning Chimney Smoked Porter,American Porter,16.0,6.0,34.0,Grey Sail Brewing of Rhode Island,Westerly,RI
Flagship Ale,Cream Ale,12.0,4.9,22.0,Grey Sail Brewing of Rhode Island,Westerly,RI
Mr. Blue Sky,American Pale Wheat Ale,16.0,4.5,6.0,Griffin Claw Brewing Company,Birmingham,MI
3 Scrooges,Winter Warmer,16.0,6.5,,Griffin Claw Brewing Company,Birmingham,MI
Screamin’ Pumpkin,Pumpkin Ale,16.0,5.0,25.0,Griffin Claw Brewing Company,Birmingham,MI
Grand Trunk Bohemian Pils,Czech Pilsener,16.0,5.0,35.0,Griffin Claw Brewing Company,Birmingham,MI
El Rojo,American Amber / Red Ale,16.0,6.5,25.0,Griffin Claw Brewing Company,Birmingham,MI
Norm's Raggedy Ass IPA,American IPA,16.0,7.5,,Griffin Claw Brewing Company,Birmingham,MI
Grind Line,American Pale Ale (APA),16.0,5.0,35.0,Griffin Claw Brewing Company,Birmingham,MI
Norm's Gateway IPA,American IPA,12.0,4.0,55.0,Griffin Claw Brewing Company,Birmingham,MI
Lemon Shandy Tripel,Tripel,16.0,9.0,,Griffin Claw Brewing Company,Birmingham,MI
Little Red Cap,Altbier,12.0,6.3,43.0,Grimm Brothers Brewhouse,Loveland,CO
Supergoose IPA,American IPA,12.0,6.9,67.0,Hale's Ales,Seattle,WA
Hale's Pale American Ale,American Pale Ale (APA),12.0,4.7,,Hale's Ales,Seattle,WA
Heyoka IPA,American IPA,16.0,7.0,,Half Acre Beer Company,Chicago,IL
Guest Lager,American Double / Imperial Pilsner,16.0,8.0,,Half Acre Beer Company,Chicago,IL
Pony Pilsner,German Pilsener,16.0,5.7,,Half Acre Beer Company,Chicago,IL
Akari Shogun American Wheat Ale,American Pale Wheat Ale,16.0,5.5,,Half Acre Beer Company,Chicago,IL
Meat Wave,English India Pale Ale (IPA),16.0,6.0,,Half Acre Beer Company,Chicago,IL
Over Ale,American Brown Ale,16.0,6.0,,Half Acre Beer Company,Chicago,IL
Gossamer Golden Ale,American Blonde Ale,16.0,4.2,,Half Acre Beer Company,Chicago,IL
Daisy Cutter Pale Ale,American Pale Ale (APA),16.0,5.2,,Half Acre Beer Company,Chicago,IL
Pursuit,American IPA,12.0,7.0,40.0,Half Full Brewery,Stamford,CT
Half Full Bright Ale,American Blonde Ale,12.0,5.2,18.0,Half Full Brewery,Stamford,CT
Orange Wheat,Fruit / Vegetable Beer,12.0,4.6,17.0,Hangar 24 Craft Brewery,Redlands,CA
Hangar 24 Helles Lager,Munich Helles Lager,12.0,4.3,14.0,Hangar 24 Craft Brewery,Redlands,CA
The Great Return,American IPA,16.0,7.5,70.0,Hardywood Park Craft Brewery,Richmond,VA
Hardywood Cream Ale,Cream Ale,12.0,4.4,18.0,Hardywood Park Craft Brewery,Richmond,VA
Capital Trail Pale Ale,American Pale Ale (APA),12.0,5.6,55.0,Hardywood Park Craft Brewery,Richmond,VA
UFO Gingerland,Herbed / Spiced Beer,12.0,5.2,15.0,Harpoon Brewery,Boston,MA
The Long Thaw White IPA,American White IPA,12.0,6.2,45.0,Harpoon Brewery,Boston,MA
Honey Cider,Cider,12.0,4.8,,Harpoon Brewery,Boston,MA
Harpoon Summer Beer,Kölsch,12.0,5.0,28.0,Harpoon Brewery,Boston,MA
Harpoon IPA,American IPA,12.0,5.9,42.0,Harpoon Brewery,Boston,MA
UFO Pumpkin,Pumpkin Ale,12.0,5.9,20.0,Harpoon Brewery,Boston,MA
Harpoon Octoberfest,Märzen / Oktoberfest,12.0,5.5,30.0,Harpoon Brewery,Boston,MA
UFO White,American Pale Wheat Ale,12.0,4.8,10.0,Harpoon Brewery,Boston,MA
Great Falls Select Pale Ale,American Blonde Ale,12.0,,,Harvest Moon Brewing Company,Belt,MT
Beltian White,Witbier,12.0,4.8,,Harvest Moon Brewing Company,Belt,MT
Kaua'i Golden Ale,American Blonde Ale,12.0,4.9,,Hawai'i Nui Brewing Co.,Hilo,HI
Sunset Amber,American Pale Ale (APA),12.0,5.4,,Hawai'i Nui Brewing Co.,Hilo,HI
Hapa Brown Ale,American Brown Ale,19.2,6.4,,Hawai'i Nui Brewing Co.,Hilo,HI
Southern Cross,Flanders Red Ale,19.2,8.3,,Hawai'i Nui Brewing Co.,Hilo,HI
Groupe G,Belgian IPA,16.0,7.6,65.0,Headlands Brewing Company,Mill Valley,CA
Pt. Bonita Rustic Lager,American Pale Lager,16.0,6.2,40.0,Headlands Brewing Company,Mill Valley,CA
Hill 88 Double IPA,American Double / Imperial IPA,16.0,8.8,77.0,Headlands Brewing Company,Mill Valley,CA
Loose Cannon,American IPA,12.0,7.2,45.0,Heavy Seas Beer,Halethorpe,MD
AARGHtoberfest!,Märzen / Oktoberfest,12.0,6.0,30.0,Heavy Seas Beer,Halethorpe,MD
Davy Jones Lager,Cream Ale,12.0,6.0,,Heavy Seas Beer,Halethorpe,MD
Grazias,Cream Ale,16.0,6.3,30.0,Hess Brewing Company,San Diego,CA
Habitus IPA,American IPA,16.0,8.0,86.0,Hess Brewing Company,San Diego,CA
Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16.0,9.9,85.0,Hess Brewing Company,San Diego,CA
The Golden One,American Pilsner,12.0,6.3,21.0,High Hops Brewery,Windsor,CO
The Power of Zeus,American Pale Ale (APA),12.0,7.0,68.0,High Hops Brewery,Windsor,CO
Tonganoxie Honey Wheat,American Pale Wheat Ale,12.0,4.4,22.0,High Noon Saloon And Brewery,Leavenworth,KS
Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,12.0,4.5,,High Noon Saloon And Brewery,Leavenworth,KS
Annie's Amber Ale,American Amber / Red Ale,12.0,5.5,,High Noon Saloon And Brewery,Leavenworth,KS
The 12th Can™,American Pale Ale (APA),16.0,4.5,32.0,Hilliard's Beer,Seattle,WA
Hilliard's Pils,Czech Pilsener,16.0,5.5,34.0,Hilliard's Beer,Seattle,WA
Hilliard's Blonde,American Blonde Ale,16.0,4.9,20.0,Hilliard's Beer,Seattle,WA
Hilliard's Amber Ale,American Amber / Red Ale,16.0,5.5,60.0,Hilliard's Beer,Seattle,WA
Hilliard's Saison,Saison / Farmhouse Ale,16.0,6.6,30.0,Hilliard's Beer,Seattle,WA
White Cap White IPA,American White IPA,16.0,4.2,,Hinterland Brewery,Green Bay,WI
Provision,Saison / Farmhouse Ale,12.0,4.2,25.0,Hop Farm Brewing Company,Pittsburgh,PA
One Nut Brown,American Brown Ale,12.0,4.7,28.0,Hop Farm Brewing Company,Pittsburgh,PA
Hop Farm IPA,American IPA,12.0,5.8,45.0,Hop Farm Brewing Company,Pittsburgh,PA
Double D Blonde,American Blonde Ale,12.0,4.9,20.0,Hop Valley Brewing Company,Springfield,OR
Festeroo Winter Ale,American Strong Ale,12.0,7.8,60.0,Hop Valley Brewing Company,Springfield,OR
Proxima IPA,American IPA,12.0,6.3,70.0,Hop Valley Brewing Company,Springfield,OR
541 American Lager,American Pale Lager,12.0,4.8,13.0,Hop Valley Brewing Company,Springfield,OR
Alphadelic IPA,American IPA,12.0,6.5,90.0,Hop Valley Brewing Company,Springfield,OR
Green House India Pale Ale,American IPA,12.0,7.0,,Hops & Grain Brewery,Austin,TX
The One They Call Zoe,American Pale Lager,12.0,5.1,,Hops & Grain Brewery,Austin,TX
Alteration,Altbier,12.0,5.1,40.0,Hops & Grain Brewery,Austin,TX
Pale Dog,American Pale Ale (APA),12.0,6.0,50.0,Hops & Grain Brewery,Austin,TX
Porter Culture,American Porter,12.0,6.5,,Hops & Grains Brewing Company,Austin,TX
Hard Cider,Cider,16.0,6.8,,Hopworks Urban Brewery,Portland,OR
Totally Radler,Radler,16.0,2.7,21.0,Hopworks Urban Brewery,Portland,OR
Nonstop Hef Hop,American Pale Wheat Ale,16.0,3.9,20.0,Hopworks Urban Brewery,Portland,OR
Rise Up Red,American Amber / Red Ale,16.0,5.8,60.0,Hopworks Urban Brewery,Portland,OR
Survival Stout,American Stout,16.0,5.8,35.0,Hopworks Urban Brewery,Portland,OR
Hopworks IPA,American IPA,16.0,6.6,75.0,Hopworks Urban Brewery,Portland,OR
Abominable Winter Ale,American Strong Ale,16.0,7.3,70.0,Hopworks Urban Brewery,Portland,OR
Pigwar White India Pale Ale,American White IPA,16.0,6.0,60.0,Hopworks Urban Brewery,Portland,OR
Rise-Up Red,American Amber / Red Ale,16.0,5.8,60.0,Hopworks Urban Brewery,Portland,OR
HUB Lager,Czech Pilsener,16.0,5.1,32.0,Hopworks Urban Brewery,Portland,OR
Watermelon Wheat,American Pale Wheat Ale,12.0,5.6,,Horny Goat Brew Pub,Milwaukee,WI
Laka Laka Pineapple,Hefeweizen,12.0,5.1,17.0,Horny Goat Brew Pub,Milwaukee,WI
Trail Maker Pale Ale,American Pale Ale (APA),12.0,6.5,,Howard Brewing Company,Lenoir,NC
Action Man Lager,Vienna Lager,12.0,5.5,,Howard Brewing Company,Lenoir,NC
Let It Ride IPA,American IPA,12.0,6.8,90.0,Indeed Brewing Company,Minneapolis,MN
Stir Crazy Winter Ale,Winter Warmer,12.0,6.5,22.0,Indeed Brewing Company,Minneapolis,MN
Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12.0,5.0,10.0,Indeed Brewing Company,Minneapolis,MN
Shenanigans Summer Ale,American Pale Wheat Ale,12.0,4.6,27.0,Indeed Brewing Company,Minneapolis,MN
Midnight Ryder,American Black Ale,12.0,6.5,80.0,Indeed Brewing Company,Minneapolis,MN
Day Tripper Pale Ale,American Pale Ale (APA),12.0,5.4,45.0,Indeed Brewing Company,Minneapolis,MN
Oklahoma Suks,American Amber / Red Ale,12.0,4.8,32.0,Independence Brewing Company,Austin,TX
Power & Light,American Pale Ale (APA),12.0,5.5,42.0,Independence Brewing Company,Austin,TX
White Rabbit,Witbier,12.0,5.9,27.0,Independence Brewing Company,Austin,TX
Tribute,American Pale Ale (APA),12.0,5.8,58.0,Indiana City Brewing,Indianapolis,IN
Infamous IPA,American IPA,12.0,7.0,75.0,Infamous Brewing Company,Austin,TX
Hijack,Cream Ale,12.0,5.5,20.0,Infamous Brewing Company,Austin,TX
Jon Boat Coastal Ale,American Blonde Ale,12.0,4.5,20.0,Intuition Ale Works,Jacksonville,FL
I-10 IPA,American IPA,12.0,6.8,55.0,Intuition Ale Works,Jacksonville,FL
People's Pale Ale,American Pale Ale (APA),12.0,5.3,28.0,Intuition Ale Works,Jacksonville,FL
Summer Ale,American Blonde Ale,12.0,4.9,,Ipswich Ale Brewery,Ipswich,MA
Appreciation Ale,American IPA,16.0,,,Iron Hill Brewery & Restaurant,Wilmington,DE
House Lager,Keller Bier / Zwickel Bier,16.0,5.2,18.0,Jack's Abby Craft Lagers,Framingham,MA
Leisure Time,American Pale Lager,12.0,4.8,15.0,Jack's Abby Craft Lagers,Framingham,MA
Excess IPL,American India Pale Lager,16.0,7.2,80.0,Jack's Abby Craft Lagers,Framingham,MA
Hoponius Union,American India Pale Lager,12.0,6.7,65.0,Jack's Abby Craft Lagers,Framingham,MA
Calyptra,American India Pale Lager,12.0,4.9,45.0,Jack's Abby Craft Lagers,Framingham,MA
Helen's Blend,Cider,12.0,5.0,,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
Jack's Hard Cider,Cider,12.0,5.1,,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
Thunder Ann,American Pale Ale (APA),12.0,5.5,37.0,Jackalope Brewing Company,Nashville,TN
Razz Wheat,Fruit / Vegetable Beer,12.0,5.5,,Jackie O's Pub & Brewery,Athens,OH
Hop Ryot,American IPA,12.0,6.5,,Jackie O's Pub & Brewery,Athens,OH
Mystic Mama IPA,American IPA,12.0,7.0,,Jackie O's Pub & Brewery,Athens,OH
Firefly Amber Ale,American Amber / Red Ale,12.0,5.0,,Jackie O's Pub & Brewery,Athens,OH
Chomolungma Honey Nut Brown Ale,English Brown Ale,12.0,6.7,,Jackie O's Pub & Brewery,Athens,OH
Welcome to Scoville,American IPA,12.0,6.9,,Jailbreak Brewing Company,Laurel,MD
Bastian,American Strong Ale,12.0,,,James Page Brewing Company,Stevens Point,WI
Healani,Hefeweizen,12.0,4.5,,James Page Brewing Company,Stevens Point,WI
Yabba Dhaba Chai Tea Porter,American Porter,12.0,5.5,,James Page Brewing Company,Stevens Point,WI
A Capella Gluten Free Pale Ale,American Pale Ale (APA),12.0,5.5,,James Page Brewing Company,Stevens Point,WI
Casper White Stout,American Blonde Ale,12.0,6.0,,James Page Brewing Company,Stevens Point,WI
JP's Ould Sod Irish Red IPA,American IPA,12.0,6.0,,James Page Brewing Company,Stevens Point,WI
Weize Guy,Hefeweizen,12.0,5.0,15.0,Joseph James Brewing Company,Henderson,NV
Fox Tail Gluten Free Ale,American Pale Ale (APA),12.0,5.0,50.0,Joseph James Brewing Company,Henderson,NV
Hop Box Imperial IPA,American Double / Imperial IPA,12.0,9.3,90.0,Joseph James Brewing Company,Henderson,NV
Joseph James American Lager,American Adjunct Lager,12.0,5.2,15.0,Joseph James Brewing Company,Henderson,NV
Sucha Much IPA,American IPA,12.0,7.1,,Kalona Brewing Company,Kalona,IA
Lewbricator Wheat Dopplebock,Doppelbock,12.0,7.5,24.0,Kalona Brewing Company,Kalona,IA
Weisse Versa,Hefeweizen,12.0,5.2,16.0,Karbach Brewing Company,Houston,TX
Mother in Lager,Munich Dunkel Lager,12.0,5.8,25.0,Karbach Brewing Company,Houston,TX
Weekend Warrior Pale Ale,American Pale Ale (APA),12.0,5.5,40.0,Karbach Brewing Company,Houston,TX
Karbachtoberfest,Märzen / Oktoberfest,12.0,5.5,25.0,Karbach Brewing Company,Houston,TX
Love Street Summer Seasonal,Kölsch,12.0,4.7,20.0,Karbach Brewing Company,Houston,TX
Barn Burner Saison,Saison / Farmhouse Ale,12.0,6.6,20.0,Karbach Brewing Company,Houston,TX
Rodeo Clown Double IPA,American Double / Imperial IPA,12.0,9.5,85.0,Karbach Brewing Company,Houston,TX
Sympathy for the Lager,American Amber / Red Lager,12.0,4.9,45.0,Karbach Brewing Company,Houston,TX
Hopadillo India Pale Ale,American IPA,12.0,6.6,70.0,Karbach Brewing Company,Houston,TX
KelSo Nut Brown Lager,Euro Dark Lager,12.0,5.7,19.0,KelSo Beer Company,Brooklyn,NY
KelSo India Pale Ale,American IPA,12.0,6.0,64.0,KelSo Beer Company,Brooklyn,NY
KelSo Pilsner,Czech Pilsener,12.0,5.5,23.0,KelSo Beer Company,Brooklyn,NY
Skilak Scottish Ale,Scottish Ale,12.0,5.8,,Kenai River Brewing Company,Soldotna,AK
Peninsula Brewers Reserve,American Blonde Ale,12.0,5.0,15.0,Kenai River Brewing Company,Soldotna,AK
Sunken Island IPA,American IPA,12.0,6.8,,Kenai River Brewing Company,Soldotna,AK
Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16.0,6.5,11.0,Kettle House Brewing Company,Missoula,MT
Double Haul IPA,American IPA,16.0,6.5,65.0,Kettle House Brewing Company,Missoula,MT
Eddy Out Pale Ale,American Pale Ale (APA),16.0,5.5,50.0,Kettle House Brewing Company,Missoula,MT
U. P. Witbier,Witbier,12.0,,,Keweenaw Brewing Company,Houghton,MI
November Gale Pale Ale,American Pale Ale (APA),12.0,,,Keweenaw Brewing Company,Houghton,MI
Olde Ore Dock Scottish Ale,Scottish Ale,12.0,,,Keweenaw Brewing Company,Houghton,MI
Widow Maker Black Ale,American Brown Ale,12.0,,,Keweenaw Brewing Company,Houghton,MI
Lift Bridge Brown Ale,American Brown Ale,12.0,,,Keweenaw Brewing Company,Houghton,MI
Pick Axe Blonde Ale,American Blonde Ale,12.0,,,Keweenaw Brewing Company,Houghton,MI
Red Jacket Amber Ale,American Amber / Red Ale,12.0,,,Keweenaw Brewing Company,Houghton,MI
Amber Ale,American Amber / Red Ale,12.0,5.1,,King Street Brewing Company,Anchorage,AK
King Street Pilsner,Czech Pilsener,12.0,5.5,,King Street Brewing Company,Anchorage,AK
King Street IPA,American IPA,12.0,6.0,70.0,King Street Brewing Company,Anchorage,AK
King Street Hefeweizen,Hefeweizen,12.0,5.7,10.0,King Street Brewing Company,Anchorage,AK
King Street Blonde Ale,American Blonde Ale,12.0,4.9,,King Street Brewing Company,Anchorage,AK
India Pale Ale,American IPA,16.0,6.3,65.0,Kirkwood Station Brewing Company,Kirkwood,MO
Blackberry Wheat,American Pale Wheat Ale,16.0,4.8,11.0,Kirkwood Station Brewing Company,Kirkwood,MO
Longboard Island Lager,American Amber / Red Lager,24.0,4.6,18.0,Kona Brewing Company,Kona,HI
Choc Beer,American Dark Wheat Ale,12.0,4.0,9.0,Krebs Brewing Company (Pete's Pl...,Krebs,OK
Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16.0,8.0,,Kulshan Brewery,Bellingham,WA
A Slice of Hefen,Hefeweizen,16.0,5.4,15.0,La Cumbre Brewing Company,Albuquerque,NM
Elevated IPA,American IPA,16.0,7.2,100.0,La Cumbre Brewing Company,Albuquerque,NM
Rumspringa Golden Bock,Maibock / Helles Bock,12.0,6.6,30.0,Lancaster Brewing Company,Lancaster,PA
Lancaster German Style Kölsch,Kölsch,12.0,4.8,28.0,Lancaster Brewing Company,Lancaster,PA
Beach Cruiser,Hefeweizen,12.0,4.5,,Latitude 42 Brewing Company,Portage,MI
I.P. Eh!,American IPA,12.0,6.8,,Latitude 42 Brewing Company,Portage,MI
Schoolhouse Honey,American Amber / Red Ale,12.0,5.0,,Latitude 42 Brewing Company,Portage,MI
10 Degrees of Separation,English Brown Ale,12.0,5.5,,Latitude 42 Brewing Company,Portage,MI
Laughing Dog Cream Ale,Cream Ale,12.0,5.0,12.0,Laughing Dog Brewing Company,Ponderay,ID
Two-One Niner,American Pilsner,12.0,4.8,9.0,Laughing Dog Brewing Company,Ponderay,ID
Laughing Dog IPA,American IPA,12.0,6.4,66.0,Laughing Dog Brewing Company,Ponderay,ID
Madra Allta,American IPA,12.0,6.4,95.0,Lavery Brewing Company,Erie,PA
Duluchan India Pale Ale,American IPA,12.0,5.6,70.0,Lavery Brewing Company,Erie,PA
Lazy Monk Bohemian Pilsner,Czech Pilsener,16.0,5.0,,Lazy Monk Brewing,Eau Claire,WI
